B_smiles,B_Index,B_Atomid,N_smiles,N_Index,N_Atomid,Cl_smiles,Cl_Index,Cl_Atomid,B_N_Cl_conf,Cl_r_conf,deltaG_react,component_id,identifier,missing_identifiers_for_component,n_hit_files,n_ts_candidate_hit_files,n_hit_full_conf_files,n_hit_component_only_files,n_hit_component_only_ts_fallback_files,n_hit_component_only_non_ts_artifact_files,n_hit_folders,has_ambiguous_component_hit,hit_match_scopes,hit_search_spaces,hit_folders,hit_suffixes,hit_paths,has_file_hit,has_ts_candidate_file_hit,has_full_conf_file_hit,has_component_only_file_hit,has_component_only_ts_fallback_hit,has_component_only_non_ts_artifact_hit
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CN(C)CCO,4,1,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,514,8,0,0,-36.09122725,B_00422_Nu_00004_Cl_00514,B_00422_Nu_00004_Cl_00514_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00004_Cl_00514.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00004_Cl_00514_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00004_Cl_00514_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00004_Cl_00514_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00004_Cl_00514_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CCN(CC)CCN,11,2,ClCN1CCCC1,500,0,0,0,-12.880567,B_00422_Nu_00011_Cl_00500,B_00422_Nu_00011_Cl_00500_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00011_Cl_00500.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00011_Cl_00500_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00011_Cl_00500_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00011_Cl_00500_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00011_Cl_00500_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CCN(CC)CCN,11,2,CN1CC(=O)C1Cl,526,6,0,0,-31.30472,B_00422_Nu_00011_Cl_00526,B_00422_Nu_00011_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00011_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00011_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00011_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00011_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00011_Cl_00526_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CCN(CC)CCN,11,2,CC(C)(N)Cl,577,4,0,0,-14.136822,B_00422_Nu_00011_Cl_00577,B_00422_Nu_00011_Cl_00577_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00011_Cl_00577.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00011_Cl_00577_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00011_Cl_00577_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00011_Cl_00577_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00011_Cl_00577_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CP1CC=CC1,107,1,Clc1cc(Cl)c(Cl)cc1Cl,618,0,0,0,-8.82810925,B_00422_Nu_00107_Cl_00618,B_00422_Nu_00107_Cl_00618_0000,1,9,9,9,0,0,0,6,False,full_conf,Sum/* | Y backup Sum/* | Y backup Sum/*/*,IRC_full | IRC_full3 | IRC_full3_/subdir_98 | IRC_full3_/subdir_99 | TS_ENG | TS_needIRC,.gjf | .log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00422_Nu_00107_Cl_00618_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00422_Nu_00107_Cl_00618_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00107_Cl_00618_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00422_Nu_00107_Cl_00618_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3\B_00422_Nu_00107_Cl_00618_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_98\B_00422_Nu_00107_Cl_00618_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full3_\subdir_99\B_00422_Nu_00107_Cl_00618_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00107_Cl_00618_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00107_Cl_00618_0000.log,True,True,True,False,False,False
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,CN1CC(=O)C1Cl,526,6,0,0,-11.30033375,B_00422_Nu_00145_Cl_00526,B_00422_Nu_00145_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00145_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00145_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00145_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00145_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00145_Cl_00526_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CS(=O)(=O)N1[C]N(S(C)(=O)=O)C=C1,155,5,CN1CC(=O)C1Cl,526,6,0,0,-8.96477875,B_00422_Nu_00155_Cl_00526,B_00422_Nu_00155_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00155_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00155_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00155_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00155_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00155_Cl_00526_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,FC(F)(F)N1[C]N(C(F)(F)F)CC1,163,5,CN1CC(=O)C1Cl,526,6,0,0,-5.022761,B_00422_Nu_00163_Cl_00526,B_00422_Nu_00163_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00163_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00163_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00163_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00163_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00163_Cl_00526_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CN1[C]N(C)C(=O)C1,177,2,C=CC1(Cl)CCOC1=O,511,3,0,0,-23.432858,B_00422_Nu_00177_Cl_00511,B_00422_Nu_00177_Cl_00511_0000,1,9,9,9,0,0,0,4,False,full_conf,Sum/* | Y backup Sum/*,IRC_full | IRC_full4 | TS_ENG | TS_needIRC,.gjf | .log,E:\work\B_Cl_Nu\Sum\IRC_full\B_00422_Nu_00177_Cl_00511_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00422_Nu_00177_Cl_00511_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00177_Cl_00511_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00177_Cl_00511_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00177_Cl_00511_0000forward.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00177_Cl_00511_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00177_Cl_00511_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00177_Cl_00511_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00177_Cl_00511_0000.log,True,True,True,False,False,False
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CN1[C]N(C)C(=O)NC1=O,194,2,CN1CC(=O)C1Cl,526,6,0,0,-8.87002625,B_00422_Nu_00194_Cl_00526,B_00422_Nu_00194_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00422_Nu_00194_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00194_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00422_Nu_00194_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00194_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00422_Nu_00194_Cl_00526_0000.gjf,True,True,True,True,False,True
COBc1c(F)c(F)c(F)c(F)c1F,422,2,CC1=C(C)N(C)N(C)[C]1,214,8,COC(C)(C)C(Cl)Cl,535,6,0,0,-17.738672,B_00422_Nu_00214_Cl_00535,B_00422_Nu_00214_Cl_00535_0000,1,26,26,17,9,9,0,12,False,component_only | full_conf,Sum/* | Sum/*/* | Y backup Data/*/* | Y backup Sum/*,First_ts/Mols | First_ts/OM | First_ts/OM_new | First_ts/OM_new_2 | First_ts/TS | First_ts/TS_ENG | IRC_full | IRC_full4 | OtherConf/TS_OtherConf | TS | TS_ENG | TS_needIRC,.gjf | .log | .mol,E:\work\B_Cl_Nu\Sum\IRC_full\B_00422_Nu_00214_Cl_00535_0000forward.gjf | E:\work\B_Cl_Nu\Sum\IRC_full\B_00422_Nu_00214_Cl_00535_0000reverse.gjf | E:\work\B_Cl_Nu\Sum\OtherConf\TS_OtherConf\B_00422_Nu_00214_Cl_00535.log | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00214_Cl_00535.log | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00214_Cl_00535_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\Mols\B_00422_Nu_00214_Cl_00535.mol | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM\B_00422_Nu_00214_Cl_00535_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM\B_00422_Nu_00214_Cl_00535_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM_new\B_00422_Nu_00214_Cl_00535_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM_new_2\B_00422_Nu_00214_Cl_00535_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00422_Nu_00214_Cl_00535.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00422_Nu_00214_Cl_00535.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00422_Nu_00214_Cl_00535_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00422_Nu_00214_Cl_00535_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00422_Nu_00214_Cl_00535.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00422_Nu_00214_Cl_00535.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00422_Nu_00214_Cl_00535_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00422_Nu_00214_Cl_00535_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00214_Cl_00535_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00214_Cl_00535_0000forward.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00214_Cl_00535_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC_full4\B_00422_Nu_00214_Cl_00535_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS\B_00422_Nu_00214_Cl_00535.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00214_Cl_00535.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00422_Nu_00214_Cl_00535_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00214_Cl_00535_0000.log,True,True,True,True,True,False
N#CBC#N,423,2,CN(C)CCO,4,1,ClCN1CCCC1,500,0,2,0,-12.88188475,B_00423_Nu_00004_Cl_00500,B_00423_Nu_00004_Cl_00500_0200,1,1,0,0,1,0,1,1,False,component_only,Data/first_10000/*,Mols,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00004_Cl_00500.mol,True,False,False,True,False,True
N#CBC#N,423,2,CN(C)C(F)(F)F,55,1,ClCN1CCCC1,500,0,0,0,-11.32129225,B_00423_Nu_00055_Cl_00500,B_00423_Nu_00055_Cl_00500_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00055_Cl_00500.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00055_Cl_00500_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00055_Cl_00500_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00055_Cl_00500_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00055_Cl_00500_0000.gjf,True,True,True,True,False,True
N#CBC#N,423,2,C=CP(c1ccccc1)c1ccccc1,91,2,CN1CC(=O)C1Cl,526,6,1,0,-27.094446,B_00423_Nu_00091_Cl_00526,B_00423_Nu_00091_Cl_00526_0100,1,1,0,0,1,0,1,1,False,component_only,Data/first_10000/*,Mols,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00091_Cl_00526.mol,True,False,False,True,False,True
N#CBC#N,423,2,C=CCP(c1ccccc1)c1ccccc1,94,3,CN1CC(=O)C1Cl,526,6,2,0,-26.40450975,B_00423_Nu_00094_Cl_00526,B_00423_Nu_00094_Cl_00526_0200,1,1,0,0,1,0,1,1,False,component_only,Data/first_10000/*,Mols,.mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00094_Cl_00526.mol,True,False,False,True,False,True
N#CBC#N,423,2,CN1CCN(C)P1C,111,6,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,514,8,0,0,-17.5899545,B_00423_Nu_00111_Cl_00514,B_00423_Nu_00111_Cl_00514_0000,1,19,19,17,2,2,0,9,False,component_only | full_conf,Sum/* | Y backup Data/*/* | Y backup Sum/*,First_ts/IRC | First_ts/Mols | First_ts/OM | First_ts/TS | First_ts/TS_ENG | IRC | OtherIRCs | TS_ENG | TS_needIRC,.gjf | .log | .mol,E:\work\B_Cl_Nu\Sum\OtherIRCs\B_00423_Nu_00111_Cl_00514_0000forward.log | E:\work\B_Cl_Nu\Sum\OtherIRCs\B_00423_Nu_00111_Cl_00514_0000reverse.log | E:\work\B_Cl_Nu\Sum\TS_ENG\B_00423_Nu_00111_Cl_00514_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\IRC\B_00423_Nu_00111_Cl_00514_0000forward.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\IRC\B_00423_Nu_00111_Cl_00514_0000forward.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\IRC\B_00423_Nu_00111_Cl_00514_0000reverse.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\IRC\B_00423_Nu_00111_Cl_00514_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\Mols\B_00423_Nu_00111_Cl_00514.mol | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM\B_00423_Nu_00111_Cl_00514_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\OM\B_00423_Nu_00111_Cl_00514_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00423_Nu_00111_Cl_00514.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00423_Nu_00111_Cl_00514_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS\B_00423_Nu_00111_Cl_00514_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00423_Nu_00111_Cl_00514_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\First_ts\TS_ENG\B_00423_Nu_00111_Cl_00514_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC\B_00423_Nu_00111_Cl_00514_0000forward.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\IRC\B_00423_Nu_00111_Cl_00514_0000reverse.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_ENG\B_00423_Nu_00111_Cl_00514_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00111_Cl_00514_0000.log,True,True,True,True,True,False
N#CBC#N,423,2,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,121,7,ClCN1CCCC1,500,0,0,0,-6.1368245,B_00423_Nu_00121_Cl_00500,B_00423_Nu_00121_Cl_00500_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00121_Cl_00500.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00121_Cl_00500_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00121_Cl_00500_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00121_Cl_00500_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00121_Cl_00500_0000.gjf,True,True,True,True,False,True
N#CBC#N,423,2,COc1ccccc1P(c1ccccc1)c1ccccc1,136,8,CN1CC(=O)C1Cl,526,6,0,0,-28.03161725,B_00423_Nu_00136_Cl_00526,B_00423_Nu_00136_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00136_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00136_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00136_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00136_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00136_Cl_00526_0000.gjf,True,True,True,True,False,True
N#CBC#N,423,2,FP(F)F,141,1,CN1CC(=O)C1Cl,526,6,0,0,-22.36215475,B_00423_Nu_00141_Cl_00526,B_00423_Nu_00141_Cl_00526_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00141_Cl_00526.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00526_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00526_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00526_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00526_0000.gjf,True,True,True,True,False,True
N#CBC#N,423,2,FP(F)F,141,1,ClC(Cl)N1CCCC1,539,0,0,0,-10.7973925,B_00423_Nu_00141_Cl_00539,B_00423_Nu_00141_Cl_00539_0000,1,7,6,6,1,0,1,6,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS | first_10000/ts_dead | ts_dead,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00141_Cl_00539.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00539_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00539_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00539_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\ts_dead\B_00423_Nu_00141_Cl_00539_0000.log | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00539_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\ts_dead\B_00423_Nu_00141_Cl_00539_0000.log,True,True,True,True,False,True
N#CBC#N,423,2,FP(F)F,141,1,CC(C)(N)Cl,577,4,0,0,-5.19425675,B_00423_Nu_00141_Cl_00577,B_00423_Nu_00141_Cl_00577_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00141_Cl_00577.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00577_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00577_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00577_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00577_0000.gjf,True,True,True,True,False,True
N#CBC#N,423,2,FP(F)F,141,1,COC(C)(C)Cl,582,5,0,0,-4.20280675,B_00423_Nu_00141_Cl_00582,B_00423_Nu_00141_Cl_00582_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00141_Cl_00582.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00582_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00141_Cl_00582_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00582_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00141_Cl_00582_0000.gjf,True,True,True,True,False,True
N#CBC#N,423,2,N#CP(C#N)C#N,143,2,O=C=NC(=O)C(Cl)(Cl)Cl,445,6,0,0,-30.72999275,B_00423_Nu_00143_Cl_00445,B_00423_Nu_00143_Cl_00445_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00143_Cl_00445.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00143_Cl_00445_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00143_Cl_00445_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00143_Cl_00445_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00143_Cl_00445_0000.gjf,True,True,True,True,False,True
N#CBC#N,423,2,N#CP(C#N)C#N,143,2,ClC(Cl)(Cl)c1ccccc1,447,0,0,0,-29.4251065,B_00423_Nu_00143_Cl_00447,B_00423_Nu_00143_Cl_00447_0000,1,5,4,4,1,0,1,4,False,component_only | full_conf,Data/first_10000/* | Y backup Data/*/*,Mols | OM | TS | first_10000/TS,.gjf | .log | .mol,E:\work\B_Cl_Nu\Data\first_10000\Mols\B_00423_Nu_00143_Cl_00447.mol | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00143_Cl_00447_0000.gjf | E:\work\B_Cl_Nu\Data\first_10000\OM\B_00423_Nu_00143_Cl_00447_0000.log | E:\work\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00143_Cl_00447_0000.gjf | Y:\cold-data\数据备份\B_Cl_Nu\Data\first_10000\TS\B_00423_Nu_00143_Cl_00447_0000.gjf,True,True,True,True,False,True
