B_smiles,B_Index,B_Atomid,N_smiles,N_Index,N_Atomid,Cl_smiles,Cl_Index,Cl_Atomid,B_N_Cl_conf,Cl_r_conf,deltaG_react,G_energy_qharm,deltaG_react_qharm,B_type,LB_type,Cl_type
CN1BN(C)CC1,436,2,c1ccc(-p2c3ccccc3c3ccccc32)cc1,92,4,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-45.21796375,-3197.355316504936,-44.02923102221768,R2BH,Phosphine,CCl3
BC(F)(F)F,439,0,CC(=O)CN(C)C,27,4,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-55.979275,-2559.711753405279,-55.253863915504894,RBH2,Amine/Aryl N,CCl3
CBOC,404,1,CC(=O)CN(C)C,27,4,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-36.093549,-1732.0054533808716,-34.39819608151813,R2BH,Amine/Aryl N,CCl
BC(F)(F)F,439,0,N#CP(C#N)C#N,143,2,CC(Cl)c1ncccn1,563,2,0,0,-28.39230425,-1785.3734306207507,-29.772469477633106,RBH2,Phosphine,CCl
BN(C)C,395,0,CC1=C(C)N(C)N(C)[C]1,214,8,CN1CN(C)C(Cl)=C1Cl,488,6,1,0,-14.1299195,-1768.44042778048,-10.243163980446,RBH2,NHC,CCl
B,388,0,c1ccc(CP(Cc2ccccc2)Cc2ccccc2)cc1,78,5,FC(F)(F)C(Cl)Cl,569,5,2,0,-34.79142375,-2476.795831630464,-33.793362449047535,BH3,Phosphine,CCl2
FBF,409,1,CNc1ncco1,338,3,CO[Si](CCl)(OC)OC,608,4,0,0,-33.21526925,-1699.763080414701,-32.27481160532644,R2BH,Amine/Aryl N,CCl
B,388,0,COC(OC)N(C)C,2,5,ClCc1ccco1,610,0,0,0,-51.96070225,-1158.2882885795984,-53.5500805656553,BH3,Amine/Aryl N,CCl
FBF,409,1,CN(C)CC#N,67,1,CN1CC(=O)C1Cl,526,6,0,0,-59.36080975,-1237.3732611361777,-60.28092632405399,R2BH,Amine/Aryl N,CCl
COBC#N,441,2,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,CN1CC(=O)C1Cl,526,6,0,0,-14.5325235,-1510.4225666466436,-10.967418726605445,R2BH,NHC,CCl
BC(C)(C)C,407,0,CC(C)(C)P(C1CCCCC1)C1CCCCC1,138,4,N#CC(F)(Cl)c1ccccc1,590,4,0,0,-49.9571575,-2075.201459659625,-53.398960086756254,RBH2,Phosphine,CCl
CN1BN(C)CC1,436,2,CN1[C]N(C)C2OC=COC21,176,2,CN1CC(=O)C1Cl,526,6,3,0,-10.69918875,-1571.4275099241756,-8.37202785178728,R2BH,NHC,CCl
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,CNC(=O)C(C)Cl,564,6,0,0,-7.8734935,-1959.7706794421065,-6.884052056659363,R2BH,Phosphine,CCl
BC(C)C,398,0,N#CP(C#N)C#N,143,2,O=C(C(Cl)Cl)C(F)(F)F,472,3,0,1,-33.86096675,-2173.7638413823047,-33.938596078167045,RBH2,Phosphine,CCl2
BC(F)(F)F,439,0,FP(F)F,141,1,CC1(Cl)CCCO1,573,2,0,0,-12.82089175,-1735.3168081437902,-14.83115610142841,RBH2,Phosphine,CCl
B1OCCO1,400,0,COC(=O)C1CN(C)C1,65,6,N#CC(F)(Cl)c1ccccc1,590,4,0,0,-63.2571455,-1616.813231595656,-65.39784597775137,R2BH,Amine/Aryl N,CCl
BC(=O)OC,421,0,CC12COCN1COC2,66,5,N#CC(F)(Cl)c1ccccc1,590,4,0,0,-72.1154375,-1616.724066669226,-74.60545076322911,RBH2,Amine/Aryl N,CCl
BC(F)(F)F,439,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,N#CC(Cl)(Cl)Cl,455,3,0,0,-42.39973575,-2482.23292547255,-37.50208165357695,RBH2,NHC,CCl3
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,ClCc1nccs1,604,0,0,0,-13.786426,-2280.340816530292,-13.930560200235446,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,CN1CCN(C)P1c1ccccc1,83,6,ClC12CC3CC(CC(C3)C1)C2,508,0,0,0,-9.53153675,-1983.7287010245243,-9.728955721016836,R2BH,Phosphine,CCl
N#CBC#N,423,2,Fc1nc(F)c(F)nc1F,291,2,CC1(Cl)C(=O)C=CC1=O,574,2,0,0,-15.3854215,-1714.037390269682,-13.027503357614052,R2BH,Amine/Aryl N,CCl
N#CBF,437,2,CC12COCN1COC2,66,5,COC(=O)C(Cl)(Cl)Cl,449,5,0,0,-74.20356925,-2304.9962369929417,-75.32254484828825,R2BH,Amine/Aryl N,CCl3
BC(F)(F)F,439,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,CC(=O)C(C)(Cl)C(C)=O,576,5,0,1,-31.8670855,-1815.342532306845,-27.632970260506884,RBH2,NHC,CCl
B1OCCO1,400,0,CCN1CCCCC1,35,2,CC(C)(N)Cl,577,4,0,0,-41.54552,-1218.3201591798124,-41.31975174094903,R2BH,Amine/Aryl N,CCl
N#CBF,437,2,CC12COCN1COC2,66,5,COC(C(Cl)(Cl)Cl)P(=O)(OC)OC,450,4,0,0,-69.456218,-2877.1966231216907,-69.32321194796192,R2BH,Amine/Aryl N,CCl3
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,CC(Cl)C1(C)COC1,562,2,0,0,-17.146563,-1985.7622592568289,-15.910284902434736,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,COP(OC)c1ccccc1,88,2,C=CC(=O)C(Cl)(Cl)Cl,544,5,0,0,-26.309318,-2705.9013836751947,-27.194099571669582,R2BH,Phosphine,CCl3
FBF,409,1,CC(C)(C)c1cnc[nH]1,348,6,ClC(Cl)N1CCCC1,539,0,0,0,-37.7723625,-1779.0360895584563,-35.429297977547456,R2BH,Amine/Aryl N,CCl2
CBC,403,1,CN1Cc2ccccc2C1,48,1,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-50.22453525,-1733.9388129444972,-49.6210482515625,R2BH,Amine/Aryl N,CCl
FBF,409,1,COc1cnc(C)o1,337,4,ClC1(Cl)OCCO1,592,0,0,0,-28.85753275,-1812.01919618766,-28.43656628445815,R2BH,Amine/Aryl N,CCl2
BF,390,0,CN(C)c1ccc(C#N)cc1,51,1,CC(C)(Cl)c1ccccc1,586,3,2,0,-53.661039,-1393.347173197351,-55.12329236527728,RBH2,Amine/Aryl N,CCl
B1OCCO1,400,0,CC(=O)c1cc(C)nc(C)c1,263,7,CN1CC(=O)C1Cl,526,6,0,0,-8.0158105,-1479.5671029973882,-6.289016842513883,R2BH,Amine/Aryl N,CCl
FBF,409,1,C=Cc1ccc(P(c2ccc(C=C)cc2)c2ccc(C=C)cc2)cc1,120,6,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-60.55908375,-2686.02735705275,-61.59754497856096,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,c1ccc(-c2ccccc2P(c2ccccc2)c2ccccc2)cc1,122,10,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-44.13038075,-3429.533469426064,-41.69029074910257,R2BH,Phosphine,CCl3
FBF,409,1,C=Cc1ccc(P(c2ccc(C=C)cc2)c2ccc(C=C)cc2)cc1,120,6,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-64.267546,-3362.548699847168,-62.1044746743429,R2BH,Phosphine,CCl3
BOC,393,0,CCP(c1ccccc1)c1ccccc1,131,2,CN1CC(=O)C1Cl,526,6,2,0,-45.86830475,-1770.4141455740496,-44.743940701932914,RBH2,Phosphine,CCl
CBOC,404,1,CP1CC=CC1,107,1,CN1CC(=O)C1Cl,526,6,0,0,-49.19769425,-1463.186226558229,-46.6062771493074,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,c1ccc(-p2c3ccccc3c3ccccc32)cc1,92,4,NCCl,553,2,0,0,-16.808215,-1883.1607928991675,-13.336471079487948,R2BH,Phosphine,CCl
FBF,409,1,Fc1ccccc1P(c1ccccc1F)c1ccccc1F,124,7,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-59.06262175,-2751.6115072896155,-62.54204856229136,R2BH,Phosphine,CCl
BF,390,0,COC(=O)CN(C)C,6,5,O=C=NC(Cl)(Cl)Cl,597,4,0,0,-55.0818245,-2114.3230356301938,-56.17535755679712,RBH2,Amine/Aryl N,CCl3
CC(C)BC(C)C,414,3,CN(C)CC#N,67,1,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-22.15256975,-1753.5483574225786,-19.263050319912185,R2BH,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,CC(=O)C(C)Cl,565,5,0,0,-11.7504395,-1904.4124205599533,-11.32574618121926,R2BH,Phosphine,CCl
BC,392,0,CC(C)(C)P(C1CCCCC1)C1CCCCC1,138,4,CC(=O)C(F)Cl,528,5,0,0,-41.48835475,-1786.7055030637052,-43.40616430139029,RBH2,Phosphine,CCl
B,388,0,CN(C)c1ccc(C#N)cc1,51,1,CC(C)(Cl)c1ccccc1,586,3,1,0,-49.565221,-1294.0430934158323,-50.84162138377573,BH3,Amine/Aryl N,CCl
B1OCCO1,400,0,C=Cc1ccc(P(c2ccc(C=C)cc2)c2ccc(C=C)cc2)cc1,120,6,O=C1OC(Cl)(Cl)C(Cl)(Cl)O1,619,4,0,0,-45.01465375,-3702.9965647387135,-39.325137770978685,R2BH,Phosphine,CCl2
CN1BN(C)CC1,436,2,c1c[nH]cn1,310,4,CN1CC(=O)C1Cl,526,6,0,0,-35.73593675,-1265.048326349247,-33.473137767819125,R2BH,Amine/Aryl N,CCl
CBOC,404,1,C=CP(c1ccccc1)c1ccccc1,91,2,CN1CC(=O)C1Cl,526,6,0,0,-44.625541,-1808.503113059346,-43.59078975252723,R2BH,Phosphine,CCl
BSC,418,0,C=CCN(C)C,26,3,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-58.516383,-1908.3927669569136,-62.12733036244404,RBH2,Amine/Aryl N,CCl
CCBCC,433,2,Cc1nn(C)c(C)c1C,351,2,CN1CC(=O)C1Cl,526,6,0,0,-38.312138,-1312.6830196797823,-34.69702317668679,R2BH,Amine/Aryl N,CCl
B,388,0,CC(=O)CN(C)C,27,4,COC(=O)C(Cl)(Cl)Cl,449,5,0,0,-51.16189475,-2000.158611986983,-52.70871434064932,BH3,Amine/Aryl N,CCl3
CN1BN(C)CC1,436,2,c1ccc(OP(c2ccccc2)c2ccccc2)cc1,137,5,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-33.48609825,-2597.239276091758,-37.06504635011571,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,C=CC(=O)C(Cl)Cl,461,5,0,0,-31.08886,-2365.605553652059,-31.32700709706434,R2BH,Phosphine,CCl2
FBF,409,1,CN(C)c1ccccc1,41,1,CN1CC(=O)C1Cl,526,6,0,0,-59.4557505,-1336.8366419043166,-60.84720819244563,R2BH,Amine/Aryl N,CCl
B,388,0,N#CP(C#N)C#N,143,2,CC(C)(C)Cl,506,4,0,0,-15.2298015,-1263.8218503573062,-14.74773951252013,BH3,Phosphine,CCl
BC(F)(F)F,439,0,N#CP(C#N)C#N,143,2,O=C=NC(Cl)(Cl)Cl,597,4,0,0,-34.76280975,-2569.6486626873534,-35.64562164250964,RBH2,Phosphine,CCl3
CBC#N,402,1,CN1[C]c2ccccc2C1(C)C,178,2,C=CC(C)(C)Cl,585,5,0,1,-15.95738775,-1295.3068924389204,-16.110957462455808,R2BH,NHC,CCl
B1OCCO1,400,0,Fc1c(F)c(F)c(P(c2ccccc2)c2ccccc2)c(F)c1F,121,7,COC(C)(C)Cl,582,5,0,0,-22.29651825,-2479.448310565036,-19.337712152630253,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,CC(C)C(C)(Cl)Cl,534,5,0,0,-23.72533575,-2332.09222496375,-23.25480910899257,R2BH,Phosphine,CCl2
B,388,0,C=CCN(C)Cc1ccccc1,8,3,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,510,0,0,0,-62.69220725,-1701.8766656548987,-66.78030749161823,BH3,Amine/Aryl N,CCl
FBF,409,1,C1CCN(P(N2CCCC2)N2CCCC2)C1,102,4,CN1CC(=O)C1Cl,526,6,1,0,-54.680099,-1947.8425265610545,-55.43231024607259,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,c1ccc(-c2ccccc2P(c2ccccc2)c2ccccc2)cc1,122,10,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,617,0,0,0,-8.4221795,-4549.730158818341,-5.597566222793351,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,CC(F)(F)Cl,584,4,0,0,-15.28357825,-1953.092933668493,-14.649918298162303,R2BH,Phosphine,CCl
FBF,409,1,COP(OC)N(C)C,77,2,C=CC(=O)C(Cl)(Cl)Cl,544,5,0,0,-55.07234925,-2540.7126722592807,-56.3817684395082,R2BH,Phosphine,CCl3
BCC,435,0,CC(=O)N1[C]N(C(C)=O)C=C1,145,4,CN1CC(=O)C1Cl,526,6,0,0,-14.22737025,-1382.1937663717208,-8.470742488862502,RBH2,NHC,CCl
BOC,393,0,CCN1CCCCC1,35,2,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-53.30041475,-1696.041711508388,-53.08903624588523,RBH2,Amine/Aryl N,CCl
B1OCCO1,400,0,C=Cc1ccc(P(c2ccc(C=C)cc2)c2ccc(C=C)cc2)cc1,120,6,ClC1C=CC2(C=C1)OCCO2,491,0,0,0,-53.05556425,-2442.9966507485456,-48.62119728892398,R2BH,Phosphine,CCl
B1OCCO1,400,0,c1ccc(P(c2ccccc2)c2ccccn2)cc1,132,4,ClC12CC3CC(CC(C3)C1)C2,508,0,0,0,-22.77919125,-2156.316811138445,-19.66395612932672,R2BH,Phosphine,CCl
CN1BN(C)CC1,436,2,c1ccc(-p2c3ccccc3c3ccccc32)cc1,92,4,CC(C)(N)Cl,577,4,0,0,-18.5186545,-1961.7579438712012,-15.338574576156695,R2BH,Phosphine,CCl
B1OCCO1,400,0,CC(C)(C)P(C(C)(C)C)C(C)(C)C,85,4,ClC(Cl)N1CCCC1,539,0,0,0,-38.67464475,-2239.568596942321,-38.45513294556186,R2BH,Phosphine,CCl2
CCBCC,433,2,CP(C)C(C)(C)C,103,1,CN1CC(=O)C1Cl,526,6,0,0,-43.686801,-1508.2203907200455,-43.42610512388163,R2BH,Phosphine,CCl
B,388,0,CP(C)c1ccccc1,75,1,O=C(C(Cl)Cl)C(F)(F)F,472,3,0,1,-45.48440025,-2088.793156388677,-46.26679004342855,BH3,Phosphine,CCl2
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,CC(=O)C(C)(F)Cl,580,6,0,0,-14.6279035,-2003.655013475322,-14.448996037633426,R2BH,Phosphine,CCl
B,388,0,c1ccc(CP(Cc2ccccc2)Cc2ccccc2)cc1,78,5,CC1(Cl)C(=O)C=CC1=O,574,2,2,0,-42.962164,-2022.298525793561,-43.59844524734135,BH3,Phosphine,CCl
BCC=C,416,0,C=CN(C)C,31,2,CN1CC(=O)C1Cl,526,6,0,0,-38.4736565,-1101.2852128488012,-39.05245107645475,RBH2,Amine/Aryl N,CCl
CN1BN(C)CC1,436,2,CC(C)OP(OC(C)C)OC(C)C,134,4,ClCC1OCCO1,554,0,0,0,-13.945309,-1982.409821923697,-13.284993262889785,R2BH,Phosphine,CCl
B1OCCO1,400,0,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,71,5,NCCl,553,2,0,0,-21.12811325,-2071.215544342793,-19.45365357920557,R2BH,Phosphine,CCl
BCC,435,0,Nc1nc(N)nc(N)n1,334,2,CN1CC(=O)C1Cl,526,6,0,0,-53.1363235,-1297.1712491600986,-48.686769132119615,RBH2,Amine/Aryl N,CCl
B1CCCO1,399,0,Fc1ccccc1P(c1ccccc1F)c1ccccc1F,124,7,CN1CC(=O)C1Cl,526,6,0,0,-44.87873725,-2297.967863821368,-41.43799558109026,R2BH,Phosphine,CCl
CBOC,404,1,CCP(CC)CC,84,2,CN1CC(=O)C1Cl,526,6,0,0,-50.82404875,-1504.874954639717,-49.47779663092686,R2BH,Phosphine,CCl
CN(C)BC#N,434,3,Cc1sc(-c2ccccc2)[c-][n+]1C,231,10,CN1CC(=O)C1Cl,526,6,0,0,-22.56847675,-1876.996197778829,-19.21985085686712,R2BH,NHC,CCl
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,COC(C)(C)C(Cl)(Cl)Cl,452,6,0,0,-35.860872,-2194.989410302801,-35.86436780521997,RBH2,NHC,CCl3
BC(F)(F)F,439,0,COC(=O)CN(C)C,6,5,ClC1C=CC2(C=C1)OCCO2,491,0,0,0,-56.60784175,-1686.067636891587,-59.330366412521606,RBH2,Amine/Aryl N,CCl
CBOC,404,1,CN1CCCC1,39,1,ClCN1CCCC1,500,0,0,0,-40.931574,-1143.048989841535,-41.02187330165995,R2BH,Amine/Aryl N,CCl
B1CCCO1,399,0,Cc1cc(N(C)C)cc(C)n1,260,10,O=C1C=CC(=O)C1Cl,523,7,0,0,-23.93052825,-1481.6837622394046,-25.6471478316194,R2BH,Amine/Aryl N,CCl
B[Si](C)(C)C,415,0,CC(C)(C)P(C(C)(C)C)C(C)(C)C,85,4,O=C1C=CC(=O)C1Cl,523,7,0,0,-28.12310675,-2052.187501540071,-29.89817460356342,RBH2,Phosphine,CCl
BN(C)C,395,0,Cc1cc(N)nn1C,354,5,O=C1C=CC(=O)C1Cl,523,7,0,0,-32.72393675,-1323.013157280318,-32.56373529843407,RBH2,Amine/Aryl N,CCl
B1C2CCCC1CCC2,413,0,COP(OC)c1ccccc1,88,2,CN1CC(=O)C1Cl,526,6,0,0,-23.407005,-1887.2923804471895,-23.30593053511857,R2BH,Phosphine,CCl
C=CBC,440,2,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-17.749214,-2619.9966530099146,-18.628488859029808,R2BH,NHC,CCl3
CBC,403,1,CC12COCN1COC2,66,5,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-45.796707,-1770.0319822934916,-44.60696668132437,R2BH,Amine/Aryl N,CCl
BC(F)(F)c1ccccc1,431,0,CC12COCN1COC2,66,5,ClC(Cl)(Cl)c1ccco1,543,0,0,0,-79.66344675,-2583.175945948275,-83.28046321083278,RBH2,Amine/Aryl N,CCl3
B,388,0,c1ccc(-p2c3ccccc3c3ccccc32)cc1,92,4,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,1,1,-52.6639415,-2930.636847051416,-51.68896733162081,BH3,Phosphine,CCl3
FBF,409,1,Cc1ncoc1C,336,2,CN1CC(=O)C1Cl,526,6,0,0,-41.63337,-1295.421121926367,-38.206523150797786,R2BH,Amine/Aryl N,CCl
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,Fc1c(F)c(F)c(C(Cl)(Cl)Cl)c(F)c1F,621,8,0,0,-45.6318,-2689.7776240917237,-45.36779746188828,RBH2,NHC,CCl3
FBF,409,1,CC(C)(C)c1cnc[nH]1,348,6,ClC1(Cl)OCCO1,592,0,0,0,-36.81417,-1795.5338408395942,-36.26099372789072,R2BH,Amine/Aryl N,CCl2
CBOC,404,1,Cc1[c-][n+](C)c(C)o1,227,2,CN1CC(=O)C1Cl,526,6,0,0,-43.7248275,-1289.9033635343894,-41.37666810855564,R2BH,NHC,CCl
FBF,409,1,C#CP(c1ccccc1)c1ccccc1,99,2,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-60.12573225,-2975.539726484505,-59.05669270040696,R2BH,Phosphine,CCl3
BC(F)(F)F,439,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,O=C(C(Cl)Cl)C(F)(F)F,472,3,0,1,-35.37738325,-2380.752159281156,-30.53341876766529,RBH2,NHC,CCl2
CN1BN(C)CC1,436,2,Fc1ccc(N2[C]N(c3ccc(F)cc3)CC2)cc1,179,6,ClC(c1ccccc1)c1ccccc1,616,0,0,1,-12.028422,-2142.7165895245053,-16.63000066609988,R2BH,NHC,CCl
CN1BN(C)CC1,436,2,C1CCP2CCCCC2C1,113,3,O=C1NC(=O)C(Cl)=C1Cl,483,6,0,0,-7.35611975,-2265.734708606326,-7.742574642996344,R2BH,Phosphine,CCl
FBF,409,1,COc1ccc(P(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,118,6,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,1,1,-64.6040115,-3473.911357504162,-65.01559281664089,R2BH,Phosphine,CCl3
B1OCCO1,400,0,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,71,5,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-49.537862,-3385.410067948562,-50.1464135219353,R2BH,Phosphine,CCl3
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,N#CC(F)(Cl)c1ccccc1,590,4,0,0,-44.425494,-1465.8895884154958,-46.69492645238459,RBH2,NHC,CCl
B1CCCO1,399,0,CS(=O)(=O)N1[C]N(S(C)(=O)=O)C=C1,155,5,CN1CC(=O)C1Cl,526,6,0,0,-11.93950525,-2366.023669374334,-10.697800764939853,R2BH,NHC,CCl
BC1CCCC1,426,0,CN1[C]N(C)C(=O)C(C)(C)C1=O,193,2,CN1CC(=O)C1Cl,526,6,3,0,-15.457584,-1539.3642933909705,-13.64383104278289,RBH2,NHC,CCl
B[Si](C)(C)C,415,0,c1ccc(P(c2ccccc2)C2CCCCC2)cc1,76,4,COS(=O)(=O)C(Cl)(Cl)Cl,598,6,0,0,-33.952268,-3556.712646454645,-33.86204169724676,RBH2,Phosphine,CCl3
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,C=CC(C)Cl,561,4,0,0,-33.91744175,-1160.081634807914,-34.43834659930343,RBH2,NHC,CCl
B1CCCCC1,405,0,Cc1[c-][n+](C)c(C)n1C,229,2,ClCN1CCCC1,500,0,0,0,-23.734811,-1316.068834633696,-19.367067035652457,R2BH,NHC,CCl
FBF,409,1,c1ccc(P(c2ccccc2)c2ccccn2)cc1,132,4,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-63.753247,-3146.4550846537504,-62.61038466588564,R2BH,Phosphine,CCl3
BC(F)(F)F,439,0,N#CP(C#N)C#N,143,2,ClC=C1CC1,487,0,0,0,-6.4573515,-1598.4031760200066,-5.336597158352554,RBH2,Phosphine,CCl
B,388,0,Cc1[c-][n+](C)c(C)n1C,229,2,FC(Cl)(Cl)c1ccccc1,537,2,0,0,-36.898506,-1699.3217385683083,-37.94456981673076,BH3,NHC,CCl2
BC(C)(F)F,430,0,N#CP(C#N)C#N,143,2,ClCc1ccccc1,552,0,0,0,-22.6578955,-1654.0274041666971,-24.202531406036197,RBH2,Phosphine,CCl
N#CBF,437,2,CN(C)c1ccc(C#N)cc1,51,1,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,0,1,-57.87990975,-2545.5722928764485,-58.14843690891942,R2BH,Amine/Aryl N,CCl3
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,COC(C(Cl)(Cl)Cl)P(=O)(OC)OC,450,4,0,0,-37.026014,-2762.650857371484,-36.561792005442825,RBH2,NHC,CCl3
FBF,409,1,Fc1cccc(P(c2cccc(F)c2)c2cccc(F)c2)c1,123,6,O=C(C(F)(F)F)C(Cl)(Cl)Cl,549,7,2,1,-62.47082525,-3428.1339314703373,-61.848010314875545,R2BH,Phosphine,CCl3
CBOC,404,1,c1ccc(CN(Cc2ccccc2)Cc2ccccc2)cc1,30,5,O=C1C=C(Cl)C(=O)C(Cl)=C1,485,4,0,0,-12.19288975,-2347.9006412133804,-15.270069229354156,R2BH,Amine/Aryl N,CCl
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,N#CC(Cl)Cl,471,3,0,0,-39.01111025,-1595.2449529695682,-39.89473646174634,RBH2,NHC,CCl2
BC(=O)OC,421,0,N#CP(C#N)C#N,143,2,CC(C)(C)Cl,506,4,0,0,-15.85736425,-1491.682257443933,-15.078331319550664,RBH2,Phosphine,CCl
FBF,409,1,C=CCN(C)Cc1ccccc1,8,3,ClC1(Cl)OCCO1,592,0,0,0,-48.76258575,-1894.904630184178,-51.83539747902808,R2BH,Amine/Aryl N,CCl2
BF,390,0,CN(C)c1ccc(C#N)cc1,51,1,CN1CN(C)C(Cl)=C1Cl,488,6,2,0,-49.57833575,-1808.781896559921,-47.836317103190645,RBH2,Amine/Aryl N,CCl
BC#N,389,0,CCN(C)C,29,2,O=C1NC(=O)C(Cl)=C1Cl,483,6,0,0,-7.62305825,-1610.603881790553,-7.761175224259564,RBH2,Amine/Aryl N,CCl
B1CCCO1,399,0,C1CCN(P(N2CCCC2)N2CCCC2)C1,102,4,CN1CC(=O)C1Cl,526,6,1,0,-48.91808025,-1941.186678729142,-46.8989214597996,R2BH,Phosphine,CCl
FBc1ccccc1,410,1,Cc1cc(N)nn1C,354,5,CN1CC(=O)C1Cl,526,6,1,0,-45.56635175,-1462.579113963212,-39.90628573761924,R2BH,Amine/Aryl N,CCl
CBOC,404,1,COc1ccccc1P(c1ccccc1)c1ccccc1,136,8,ClC(Cl)N1CCCC1,539,0,0,0,-36.099573,-2501.5376076069383,-35.3982951828273,R2BH,Phosphine,CCl2
BC(F)(F)c1ccccc1,431,0,CN1[C]N(C)C2=C1C(=O)C=CC2=O,184,2,ClC(Cl)(c1ccccc1)c1ccccc1,473,0,0,0,-33.61498675,-2524.17525768838,-35.21473217846086,RBH2,NHC,CCl2
BC#N,389,0,N#CP(C#N)C#N,143,2,ClCc1ccco1,610,0,0,0,-25.519672,-1466.9994284953227,-24.60892229373289,RBH2,Phosphine,CCl
B1OCCO1,400,0,CP(C)[Si](C)(C)C,104,1,C=CC(C)(C)Cl,585,5,0,1,-50.5324495,-1740.316524194278,-50.07502643455312,R2BH,Phosphine,CCl
BN(C)C,395,0,Cc1[c-][n+](C)c(C)n1C,229,2,CC(=O)OC(C)(C)Cl,575,7,0,0,-24.415774,-1349.8599216502894,-23.580291031718037,RBH2,NHC,CCl
CCBCC,433,2,c1ccc2ncccc2c1,308,4,CN1CC(=O)C1Cl,526,6,0,0,-18.9664385,-1331.21472605554,-19.32701972367837,R2BH,Amine/Aryl N,CCl
BC#N,389,0,FP(F)F,141,1,ClC(Cl)N1CCCC1,539,0,0,0,-15.627762,-1930.2651767961968,-15.039180927823292,RBH2,Phosphine,CCl2
B,388,0,CN(C)c1ccc(C#N)cc1,51,1,CC(=O)CC(C)(C)Cl,588,7,1,0,-40.06769475,-1254.9535812391714,-40.28707277455394,BH3,Amine/Aryl N,CCl
FBF,409,1,COP(OC)N(C(C)C)C(C)C,133,2,N#CC(F)(Cl)c1ccccc1,590,4,0,0,-57.54043225,-2010.4721569297428,-60.26673576788742,R2BH,Phosphine,CCl
B1CCCCC1,405,0,Cc1[c-][n+](C)c(C)n1C,229,2,CN1CN(C)C(Cl)=C1Cl,488,6,0,0,-33.14837775,-1829.779277789013,-29.20598938169425,R2BH,NHC,CCl
CN1BN(C)CC1,436,2,COP(c1ccccc1)c1ccccc1,89,2,O=C=NC(Cl)(Cl)Cl,597,4,0,0,-19.28778125,-2799.1733859679307,-18.86747189979928,R2BH,Phosphine,CCl3
