key,barrier_qharm_kcal,delta_g_rxn_qharm_kcal,reactant_complex_key,reactant_cl_key,product_complex_key,product_c_radical_key
B_00434_LB_00122_Cl_00533,13.13364548321546,-26.19206325356559,B_00434_LB_00122_r,Cl_00533_r,B_00434_LB_00122_p,Cl_00533_p
B_00434_LB_00142_Cl_00558,15.786821682987922,-16.87679482969956,B_00434_LB_00142_r,Cl_00558_r,B_00434_LB_00142_p,Cl_00558_p
B_00434_LB_00162_Cl_00520,21.246540220198312,-6.49213887095575,B_00434_LB_00162_r,Cl_00520_r,B_00434_LB_00162_p,Cl_00520_p
B_00434_LB_00172_Cl_00591,17.403754322396374,-8.81584079567211,B_00434_LB_00172_r,Cl_00591_r,B_00434_LB_00172_p,Cl_00591_p
B_00434_LB_00176_Cl_00476,20.859479185385304,-8.884292945058364,B_00434_LB_00176_r,Cl_00476_r,B_00434_LB_00176_p,Cl_00476_p
B_00434_LB_00176_Cl_00519,13.806547549690864,-13.251552480425467,B_00434_LB_00176_r,Cl_00519_r,B_00434_LB_00176_p,Cl_00519_p
B_00434_LB_00177_Cl_00452,16.959748156683442,-10.615964086354182,B_00434_LB_00177_r,Cl_00452_r,B_00434_LB_00177_p,Cl_00452_p
B_00434_LB_00180_Cl_00468,13.663812296225185,-12.773489485653217,B_00434_LB_00180_r,Cl_00468_r,B_00434_LB_00180_p,Cl_00468_p
B_00434_LB_00207_Cl_00563,20.342859880634162,-7.67760658797511,B_00434_LB_00207_r,Cl_00563_r,B_00434_LB_00207_p,Cl_00563_p
B_00434_LB_00218_Cl_00573,21.71504121921889,-5.823442701676801,B_00434_LB_00218_r,Cl_00573_r,B_00434_LB_00218_p,Cl_00573_p
B_00434_LB_00233_Cl_00583,21.3905781759759,-9.629924312433433,B_00434_LB_00233_r,Cl_00583_r,B_00434_LB_00233_p,Cl_00583_p
B_00434_LB_00247_Cl_00604,13.59363490197945,-10.730157662879542,B_00434_LB_00247_r,Cl_00604_r,B_00434_LB_00247_p,Cl_00604_p
B_00434_LB_00248_Cl_00620,16.9787975750818,-9.449884467836629,B_00434_LB_00248_r,Cl_00620_r,B_00434_LB_00248_p,Cl_00620_p
B_00434_LB_00283_Cl_00518,19.466425355878854,-6.863749608513012,B_00434_LB_00283_r,Cl_00518_r,B_00434_LB_00283_p,Cl_00518_p
B_00434_LB_00287_Cl_00575,16.16083460213989,-11.52082173067701,B_00434_LB_00287_r,Cl_00575_r,B_00434_LB_00287_p,Cl_00575_p
B_00434_LB_00289_Cl_00604,12.599085896229344,-17.279888581637653,B_00434_LB_00289_r,Cl_00604_r,B_00434_LB_00289_p,Cl_00604_p
B_00434_LB_00294_Cl_00540,24.628086634967087,-10.90523124741334,B_00434_LB_00294_r,Cl_00540_r,B_00434_LB_00294_p,Cl_00540_p
B_00434_LB_00310_Cl_00481,20.729173941376672,-5.488635771032176,B_00434_LB_00310_r,Cl_00481_r,B_00434_LB_00310_p,Cl_00481_p
B_00434_LB_00339_Cl_00519,21.06107555136031,-6.85037070012247,B_00434_LB_00339_r,Cl_00519_r,B_00434_LB_00339_p,Cl_00519_p
B_00434_LB_00351_Cl_00564,12.95331123056683,-19.425444829082252,B_00434_LB_00351_r,Cl_00564_r,B_00434_LB_00351_p,Cl_00564_p
B_00434_LB_00358_Cl_00566,7.591695608833627,-34.01735350127246,B_00434_LB_00358_r,Cl_00566_r,B_00434_LB_00358_p,Cl_00566_p
B_00434_LB_00359_Cl_00482,13.795070481267217,-10.56343688176473,B_00434_LB_00359_r,Cl_00482_r,B_00434_LB_00359_p,Cl_00482_p
B_00434_LB_00381_Cl_00471,12.271768356916292,-18.836923012781043,B_00434_LB_00381_r,Cl_00471_r,B_00434_LB_00381_p,Cl_00471_p
B_00435_LB_00006_Cl_00488,8.313822548764522,-46.98449493469205,B_00435_LB_00006_r,Cl_00488_r,B_00435_LB_00006_p,Cl_00488_p
B_00435_LB_00019_Cl_00488,4.8559727818190055,-48.442419617061184,B_00435_LB_00019_r,Cl_00488_r,B_00435_LB_00019_p,Cl_00488_p
B_00435_LB_00031_Cl_00488,28.479660979533804,-27.558308752169825,B_00435_LB_00031_r,Cl_00488_r,B_00435_LB_00031_p,Cl_00488_p
B_00435_LB_00051_Cl_00454,1.8430369855746869,-62.442085813582274,B_00435_LB_00051_r,Cl_00454_r,B_00435_LB_00051_p,Cl_00454_p
B_00435_LB_00051_Cl_00493,11.421939374064014,-33.54460948101447,B_00435_LB_00051_r,Cl_00493_r,B_00435_LB_00051_p,Cl_00493_p
B_00435_LB_00051_Cl_00500,12.062126551196318,-33.82163308571083,B_00435_LB_00051_r,Cl_00500_r,B_00435_LB_00051_p,Cl_00500_p
B_00435_LB_00051_Cl_00543,1.8893283135112728,-63.19202716936039,B_00435_LB_00051_r,Cl_00543_r,B_00435_LB_00051_p,Cl_00543_p
B_00435_LB_00051_Cl_00590,-0.45979073885257093,-63.46945944105839,B_00435_LB_00051_r,Cl_00590_r,B_00435_LB_00051_p,Cl_00590_p
B_00435_LB_00052_Cl_00477,14.957654704376145,-21.20300558941775,B_00435_LB_00052_r,Cl_00477_r,B_00435_LB_00052_p,Cl_00477_p
B_00435_LB_00072_Cl_00469,12.951399301972286,-24.89635414560665,B_00435_LB_00072_r,Cl_00469_r,B_00435_LB_00072_p,Cl_00469_p
B_00435_LB_00074_Cl_00454,10.479666621206547,-43.62932029961235,B_00435_LB_00074_r,Cl_00454_r,B_00435_LB_00074_p,Cl_00454_p
B_00435_LB_00111_Cl_00518,11.883120305646331,-23.64431303532462,B_00435_LB_00111_r,Cl_00518_r,B_00435_LB_00111_p,Cl_00518_p
B_00435_LB_00111_Cl_00519,16.705361751961085,-27.752684868673057,B_00435_LB_00111_r,Cl_00519_r,B_00435_LB_00111_p,Cl_00519_p
B_00435_LB_00124_Cl_00464,4.926047534834863,-33.24786857360496,B_00435_LB_00124_r,Cl_00464_r,B_00435_LB_00124_p,Cl_00464_p
B_00435_LB_00141_Cl_00498,21.38083545805148,-13.237065133501174,B_00435_LB_00141_r,Cl_00498_r,B_00435_LB_00141_p,Cl_00498_p
B_00435_LB_00141_Cl_00526,12.006548231197458,-31.865132665823662,B_00435_LB_00141_r,Cl_00526_r,B_00435_LB_00141_p,Cl_00526_p
B_00435_LB_00142_Cl_00490,15.88572144417258,-13.49247612579883,B_00435_LB_00142_r,Cl_00490_r,B_00435_LB_00142_p,Cl_00490_p
B_00435_LB_00147_Cl_00489,2.7686291006569053,-22.320856779594394,B_00435_LB_00147_r,Cl_00489_r,B_00435_LB_00147_p,Cl_00489_p
B_00435_LB_00155_Cl_00545,8.58397531463363,-25.50558441484154,B_00435_LB_00155_r,Cl_00545_r,B_00435_LB_00155_p,Cl_00545_p
B_00435_LB_00160_Cl_00491,11.028664359993098,-14.946605803553645,B_00435_LB_00160_r,Cl_00491_r,B_00435_LB_00160_p,Cl_00491_p
B_00435_LB_00173_Cl_00519,15.180124566875419,-14.251065023635315,B_00435_LB_00173_r,Cl_00519_r,B_00435_LB_00173_p,Cl_00519_p
B_00435_LB_00177_Cl_00468,15.385406504850694,-14.13424698868635,B_00435_LB_00177_r,Cl_00468_r,B_00435_LB_00177_p,Cl_00468_p
B_00435_LB_00177_Cl_00519,18.952668744970183,-12.501582042501846,B_00435_LB_00177_r,Cl_00519_r,B_00435_LB_00177_p,Cl_00519_p
B_00435_LB_00207_Cl_00604,14.274614053575993,-18.756447710840533,B_00435_LB_00207_r,Cl_00604_r,B_00435_LB_00207_p,Cl_00604_p
B_00435_LB_00227_Cl_00596,13.156644441571732,-10.96361631170054,B_00435_LB_00227_r,Cl_00596_r,B_00435_LB_00227_p,Cl_00596_p
B_00435_LB_00229_Cl_00488,12.419514572531519,-33.181963346377046,B_00435_LB_00229_r,Cl_00488_r,B_00435_LB_00229_p,Cl_00488_p
B_00435_LB_00238_Cl_00457,19.635280889662937,-12.224221831115239,B_00435_LB_00238_r,Cl_00457_r,B_00435_LB_00238_p,Cl_00457_p
B_00435_LB_00238_Cl_00460,19.20970812974667,-15.11794557306119,B_00435_LB_00238_r,Cl_00460_r,B_00435_LB_00238_p,Cl_00460_p
B_00435_LB_00238_Cl_00547,16.166816739716353,-14.984473113561766,B_00435_LB_00238_r,Cl_00547_r,B_00435_LB_00238_p,Cl_00547_p
B_00435_LB_00252_Cl_00533,13.427001053264378,-27.816835247617774,B_00435_LB_00252_r,Cl_00533_r,B_00435_LB_00252_p,Cl_00533_p
B_00435_LB_00262_Cl_00463,17.05650549419779,-14.549086221817506,B_00435_LB_00262_r,Cl_00463_r,B_00435_LB_00262_p,Cl_00463_p
B_00435_LB_00271_Cl_00468,21.25556125207417,-10.979904238353203,B_00435_LB_00271_r,Cl_00468_r,B_00435_LB_00271_p,Cl_00468_p
B_00435_LB_00279_Cl_00540,21.021065223779978,-9.828930820245906,B_00435_LB_00279_r,Cl_00540_r,B_00435_LB_00279_p,Cl_00540_p
B_00435_LB_00288_Cl_00601,21.829001123632175,-7.074599396004545,B_00435_LB_00288_r,Cl_00601_r,B_00435_LB_00288_p,Cl_00601_p
B_00435_LB_00293_Cl_00604,13.764695064683329,-19.126455564879546,B_00435_LB_00293_r,Cl_00604_r,B_00435_LB_00293_p,Cl_00604_p
B_00435_LB_00293_Cl_00614,14.48915856835988,-15.500068710568497,B_00435_LB_00293_r,Cl_00614_r,B_00435_LB_00293_p,Cl_00614_p
B_00435_LB_00294_Cl_00519,22.53236001776536,-15.269962019324343,B_00435_LB_00294_r,Cl_00519_r,B_00435_LB_00294_p,Cl_00519_p
B_00435_LB_00294_Cl_00540,20.99737434652318,-14.855045668619836,B_00435_LB_00294_r,Cl_00540_r,B_00435_LB_00294_p,Cl_00540_p
B_00435_LB_00294_Cl_00559,21.14503747472735,-13.357475104342827,B_00435_LB_00294_r,Cl_00559_r,B_00435_LB_00294_p,Cl_00559_p
B_00435_LB_00296_Cl_00585,14.743493671015587,-8.225781481063366,B_00435_LB_00296_r,Cl_00585_r,B_00435_LB_00296_p,Cl_00585_p
B_00435_LB_00301_Cl_00530,14.267425584526192,-17.89470538393623,B_00435_LB_00301_r,Cl_00530_r,B_00435_LB_00301_p,Cl_00530_p
B_00435_LB_00305_Cl_00460,16.478947471613523,-17.378176979562923,B_00435_LB_00305_r,Cl_00460_r,B_00435_LB_00305_p,Cl_00460_p
B_00435_LB_00314_Cl_00548,7.6783766739967065,-34.2579065380908,B_00435_LB_00314_r,Cl_00548_r,B_00435_LB_00314_p,Cl_00548_p
B_00435_LB_00318_Cl_00519,19.77151707690413,-12.734232492279864,B_00435_LB_00318_r,Cl_00519_r,B_00435_LB_00318_p,Cl_00519_p
B_00435_LB_00323_Cl_00520,21.890613773021236,-10.827769149466471,B_00435_LB_00323_r,Cl_00520_r,B_00435_LB_00323_p,Cl_00520_p
B_00435_LB_00324_Cl_00519,14.069551641290527,-15.121177873137762,B_00435_LB_00324_r,Cl_00519_r,B_00435_LB_00324_p,Cl_00519_p
B_00435_LB_00324_Cl_00575,14.786911903729386,-13.540998940789695,B_00435_LB_00324_r,Cl_00575_r,B_00435_LB_00324_p,Cl_00575_p
B_00435_LB_00326_Cl_00520,23.75299219410049,-7.708775548742618,B_00435_LB_00326_r,Cl_00520_r,B_00435_LB_00326_p,Cl_00520_p
B_00435_LB_00328_Cl_00499,22.077755798821094,-12.505213258531247,B_00435_LB_00328_r,Cl_00499_r,B_00435_LB_00328_p,Cl_00499_p
B_00435_LB_00328_Cl_00601,21.94038257914865,-9.319409934391695,B_00435_LB_00328_r,Cl_00601_r,B_00435_LB_00328_p,Cl_00601_p
B_00435_LB_00328_Cl_00607,19.278874129100686,-15.37413302243188,B_00435_LB_00328_r,Cl_00607_r,B_00435_LB_00328_p,Cl_00607_p
B_00435_LB_00338_Cl_00490,15.342496756748327,-15.943252108343259,B_00435_LB_00338_r,Cl_00490_r,B_00435_LB_00338_p,Cl_00490_p
B_00435_LB_00353_Cl_00519,18.90147184382872,-13.96153288316612,B_00435_LB_00353_r,Cl_00519_r,B_00435_LB_00353_p,Cl_00519_p
B_00435_LB_00357_Cl_00519,11.940586401158985,-24.20844749280377,B_00435_LB_00357_r,Cl_00519_r,B_00435_LB_00357_p,Cl_00519_p
B_00435_LB_00361_Cl_00526,28.673248382826266,-8.357229777064639,B_00435_LB_00361_r,Cl_00526_r,B_00435_LB_00361_p,Cl_00526_p
B_00435_LB_00369_Cl_00600,22.04898469618513,-11.043031633792797,B_00435_LB_00369_r,Cl_00600_r,B_00435_LB_00369_p,Cl_00600_p
B_00435_LB_00372_Cl_00520,22.090484105977218,-12.671681815251358,B_00435_LB_00372_r,Cl_00520_r,B_00435_LB_00372_p,Cl_00520_p
B_00435_LB_00372_Cl_00604,13.370208358612615,-29.230290689231566,B_00435_LB_00372_r,Cl_00604_r,B_00435_LB_00372_p,Cl_00604_p
B_00435_LB_00385_Cl_00613,17.72267217720814,-19.803728953237965,B_00435_LB_00385_r,Cl_00613_r,B_00435_LB_00385_p,Cl_00613_p
B_00436_LB_00134_Cl_00519,17.537396954729967,-21.253567178749616,B_00436_LB_00134_r,Cl_00519_r,B_00436_LB_00134_p,Cl_00519_p
B_00436_LB_00137_Cl_00488,22.557369609428704,-16.64496464583839,B_00436_LB_00137_r,Cl_00488_r,B_00436_LB_00137_p,Cl_00488_p
B_00436_LB_00325_Cl_00511,10.66907434915943,-19.334159263807912,B_00436_LB_00325_r,Cl_00511_r,B_00436_LB_00325_p,Cl_00511_p
B_00437_LB_00001_Cl_00462,8.444321748435717,-35.51582935560396,B_00437_LB_00001_r,Cl_00462_r,B_00437_LB_00001_p,Cl_00462_p
B_00437_LB_00004_Cl_00529,14.087157635585216,-27.82298280395961,B_00437_LB_00004_r,Cl_00529_r,B_00437_LB_00004_p,Cl_00529_p
B_00437_LB_00006_Cl_00488,14.942950809047561,-38.85182230244883,B_00437_LB_00006_r,Cl_00488_r,B_00437_LB_00006_p,Cl_00488_p
B_00437_LB_00010_Cl_00487,16.284271743336376,-20.459766173186676,B_00437_LB_00010_r,Cl_00487_r,B_00437_LB_00010_p,Cl_00487_p
B_00437_LB_00033_Cl_00534,8.653613533985892,-39.557895928594014,B_00437_LB_00033_r,Cl_00534_r,B_00437_LB_00033_p,Cl_00534_p
B_00437_LB_00044_Cl_00502,9.13163954568417,-39.93755818181589,B_00437_LB_00044_r,Cl_00502_r,B_00437_LB_00044_p,Cl_00502_p
B_00437_LB_00046_Cl_00526,29.39115112425068,-26.48049110639378,B_00437_LB_00046_r,Cl_00526_r,B_00437_LB_00046_p,Cl_00526_p
B_00437_LB_00050_Cl_00460,8.081524285096918,-41.94093889120466,B_00437_LB_00050_r,Cl_00460_r,B_00437_LB_00050_p,Cl_00460_p
B_00437_LB_00051_Cl_00553,13.356503877266064,-27.455676966225365,B_00437_LB_00051_r,Cl_00553_r,B_00437_LB_00051_p,Cl_00553_p
B_00437_LB_00054_Cl_00618,13.419527408287554,-19.526556160027273,B_00437_LB_00054_r,Cl_00618_r,B_00437_LB_00054_p,Cl_00618_p
B_00437_LB_00061_Cl_00508,12.804790080621647,-22.676325282946475,B_00437_LB_00061_r,Cl_00508_r,B_00437_LB_00061_p,Cl_00508_p
B_00437_LB_00062_Cl_00484,18.074401212301257,-26.079992052437174,B_00437_LB_00062_r,Cl_00484_r,B_00437_LB_00062_p,Cl_00484_p
B_00437_LB_00062_Cl_00596,20.859885972660678,-15.80486165420744,B_00437_LB_00062_r,Cl_00596_r,B_00437_LB_00062_p,Cl_00596_p
B_00437_LB_00067_Cl_00580,9.09146029620899,-47.03429204108331,B_00437_LB_00067_r,Cl_00580_r,B_00437_LB_00067_p,Cl_00580_p
B_00437_LB_00074_Cl_00489,19.001400284768962,-12.074401108096945,B_00437_LB_00074_r,Cl_00489_r,B_00437_LB_00074_p,Cl_00489_p
B_00437_LB_00074_Cl_00526,11.33189035092914,-32.52123884131444,B_00437_LB_00074_r,Cl_00526_r,B_00437_LB_00074_p,Cl_00526_p
B_00437_LB_00081_Cl_00547,11.24710472293541,-30.902013724871765,B_00437_LB_00081_r,Cl_00547_r,B_00437_LB_00081_p,Cl_00547_p
B_00437_LB_00086_Cl_00465,7.869115784693897,-28.35377570421613,B_00437_LB_00086_r,Cl_00465_r,B_00437_LB_00086_p,Cl_00465_p
B_00437_LB_00087_Cl_00533,9.116509534623086,-39.496943802132435,B_00437_LB_00087_r,Cl_00533_r,B_00437_LB_00087_p,Cl_00533_p
B_00437_LB_00093_Cl_00528,8.78868603326572,-35.23465588366497,B_00437_LB_00093_r,Cl_00528_r,B_00437_LB_00093_p,Cl_00528_p
B_00437_LB_00093_Cl_00533,9.520940017490204,-39.184561678587336,B_00437_LB_00093_r,Cl_00533_r,B_00437_LB_00093_p,Cl_00533_p
B_00437_LB_00095_Cl_00481,25.395129089308096,-4.6025376318053475,B_00437_LB_00095_r,Cl_00481_r,B_00437_LB_00095_p,Cl_00481_p
B_00437_LB_00104_Cl_00469,13.844408580176212,-22.469665067875432,B_00437_LB_00104_r,Cl_00469_r,B_00437_LB_00104_p,Cl_00469_p
B_00437_LB_00107_Cl_00581,7.243474435453238,-31.127447227771952,B_00437_LB_00107_r,Cl_00581_r,B_00437_LB_00107_p,Cl_00581_p
B_00437_LB_00110_Cl_00538,10.230144961555075,-28.2716218896841,B_00437_LB_00110_r,Cl_00538_r,B_00437_LB_00110_p,Cl_00538_p
B_00437_LB_00114_Cl_00446,10.465471214341731,-40.76882226364006,B_00437_LB_00114_r,Cl_00446_r,B_00437_LB_00114_p,Cl_00446_p
B_00437_LB_00114_Cl_00526,13.350183385536637,-32.49033529662646,B_00437_LB_00114_r,Cl_00526_r,B_00437_LB_00114_p,Cl_00526_p
B_00437_LB_00115_Cl_00509,14.102112183769163,-18.420179437162297,B_00437_LB_00115_r,Cl_00509_r,B_00437_LB_00115_p,Cl_00509_p
B_00437_LB_00129_Cl_00519,12.296793668895445,-29.01942367266371,B_00437_LB_00129_r,Cl_00519_r,B_00437_LB_00129_p,Cl_00519_p
B_00437_LB_00130_Cl_00609,11.785869390636627,-29.27949756214465,B_00437_LB_00130_r,Cl_00609_r,B_00437_LB_00130_p,Cl_00609_p
B_00437_LB_00133_Cl_00603,16.622273276731853,-19.74003112918295,B_00437_LB_00133_r,Cl_00603_r,B_00437_LB_00133_p,Cl_00603_p
B_00437_LB_00135_Cl_00519,13.989757834112906,-26.387898124617557,B_00437_LB_00135_r,Cl_00519_r,B_00437_LB_00135_p,Cl_00519_p
B_00437_LB_00135_Cl_00569,9.612385073782558,-29.297112088009584,B_00437_LB_00135_r,Cl_00569_r,B_00437_LB_00135_p,Cl_00569_p
B_00437_LB_00141_Cl_00479,25.51551603551828,-4.878610920050997,B_00437_LB_00141_r,Cl_00479_r,B_00437_LB_00141_p,Cl_00479_p
B_00437_LB_00141_Cl_00488,22.64098407963761,-22.381513769270466,B_00437_LB_00141_r,Cl_00488_r,B_00437_LB_00141_p,Cl_00488_p
B_00437_LB_00141_Cl_00526,10.743363293381227,-32.19862327593228,B_00437_LB_00141_r,Cl_00526_r,B_00437_LB_00141_p,Cl_00526_p
B_00437_LB_00141_Cl_00549,14.64921087011109,-43.30852516904437,B_00437_LB_00141_r,Cl_00549_r,B_00437_LB_00141_p,Cl_00549_p
B_00437_LB_00141_Cl_00557,11.735586344863512,-13.240225196486906,B_00437_LB_00141_r,Cl_00557_r,B_00437_LB_00141_p,Cl_00557_p
B_00437_LB_00141_Cl_00583,17.694443770144655,-17.87996602157083,B_00437_LB_00141_r,Cl_00583_r,B_00437_LB_00141_p,Cl_00583_p
B_00437_LB_00152_Cl_00520,22.074191865278216,-7.930905222663282,B_00437_LB_00152_r,Cl_00520_r,B_00437_LB_00152_p,Cl_00520_p
B_00437_LB_00153_Cl_00519,18.552419021875412,-16.125094431157013,B_00437_LB_00153_r,Cl_00519_r,B_00437_LB_00153_p,Cl_00519_p
B_00437_LB_00156_Cl_00533,10.956467371049149,-30.638190537466844,B_00437_LB_00156_r,Cl_00533_r,B_00437_LB_00156_p,Cl_00533_p
B_00437_LB_00160_Cl_00463,21.782146827201444,-8.246117215217602,B_00437_LB_00160_r,Cl_00463_r,B_00437_LB_00160_p,Cl_00463_p
B_00437_LB_00160_Cl_00491,12.666371496010154,-14.861239909075424,B_00437_LB_00160_r,Cl_00491_r,B_00437_LB_00160_p,Cl_00491_p
B_00437_LB_00173_Cl_00550,20.996944866559346,-3.7568200836443917,B_00437_LB_00173_r,Cl_00550_r,B_00437_LB_00173_p,Cl_00550_p
B_00437_LB_00174_Cl_00519,13.236255262472744,-14.54841452340406,B_00437_LB_00174_r,Cl_00519_r,B_00437_LB_00174_p,Cl_00519_p
B_00437_LB_00182_Cl_00538,19.726491561232276,-11.806859931849496,B_00437_LB_00182_r,Cl_00538_r,B_00437_LB_00182_p,Cl_00538_p
B_00437_LB_00189_Cl_00572,19.86868346929335,-14.472282935647245,B_00437_LB_00189_r,Cl_00572_r,B_00437_LB_00189_p,Cl_00572_p
B_00437_LB_00193_Cl_00526,11.127230580305428,-13.036179099383144,B_00437_LB_00193_r,Cl_00526_r,B_00437_LB_00193_p,Cl_00526_p
B_00437_LB_00194_Cl_00605,19.391977604785502,-12.654812951522267,B_00437_LB_00194_r,Cl_00605_r,B_00437_LB_00194_p,Cl_00605_p
B_00437_LB_00195_Cl_00561,18.980819652579612,-4.732306952221306,B_00437_LB_00195_r,Cl_00561_r,B_00437_LB_00195_p,Cl_00561_p
B_00437_LB_00195_Cl_00610,16.48964520248641,-4.9080134198804615,B_00437_LB_00195_r,Cl_00610_r,B_00437_LB_00195_p,Cl_00610_p
B_00437_LB_00195_Cl_00621,15.750874650943336,-15.661757814806156,B_00437_LB_00195_r,Cl_00621_r,B_00437_LB_00195_p,Cl_00621_p
B_00437_LB_00197_Cl_00519,15.644255505367878,-14.672202755862616,B_00437_LB_00197_r,Cl_00519_r,B_00437_LB_00197_p,Cl_00519_p
B_00437_LB_00197_Cl_00591,11.29074300268858,-26.345790978755062,B_00437_LB_00197_r,Cl_00591_r,B_00437_LB_00197_p,Cl_00591_p
B_00437_LB_00203_Cl_00523,12.260474698383607,-16.686291478652873,B_00437_LB_00203_r,Cl_00523_r,B_00437_LB_00203_p,Cl_00523_p
B_00437_LB_00209_Cl_00540,21.04981882589256,-7.175432928461259,B_00437_LB_00209_r,Cl_00540_r,B_00437_LB_00209_p,Cl_00540_p
B_00437_LB_00213_Cl_00519,17.768143062947807,-16.49215229340987,B_00437_LB_00213_r,Cl_00519_r,B_00437_LB_00213_p,Cl_00519_p
B_00437_LB_00232_Cl_00463,7.553418969578653,-31.363827096061343,B_00437_LB_00232_r,Cl_00463_r,B_00437_LB_00232_p,Cl_00463_p
B_00437_LB_00265_Cl_00617,18.43939558119557,-7.105702840581887,B_00437_LB_00265_r,Cl_00617_r,B_00437_LB_00265_p,Cl_00617_p
B_00437_LB_00276_Cl_00593,15.834498158876722,-20.655727563321218,B_00437_LB_00276_r,Cl_00593_r,B_00437_LB_00276_p,Cl_00593_p
B_00437_LB_00285_Cl_00553,14.723590805169296,-17.376312069878722,B_00437_LB_00285_r,Cl_00553_r,B_00437_LB_00285_p,Cl_00553_p
B_00437_LB_00287_Cl_00498,23.055298531774522,-13.585604310709435,B_00437_LB_00287_r,Cl_00498_r,B_00437_LB_00287_p,Cl_00498_p
B_00437_LB_00291_Cl_00526,5.461783926417946,-13.634687186821697,B_00437_LB_00291_r,Cl_00526_r,B_00437_LB_00291_p,Cl_00526_p
B_00437_LB_00294_Cl_00550,19.22392946297987,-11.420002315821375,B_00437_LB_00294_r,Cl_00550_r,B_00437_LB_00294_p,Cl_00550_p
B_00437_LB_00294_Cl_00617,20.367094142460985,-5.630536348630382,B_00437_LB_00294_r,Cl_00617_r,B_00437_LB_00294_p,Cl_00617_p
B_00437_LB_00300_Cl_00457,23.616394255682323,-4.873884254211602,B_00437_LB_00300_r,Cl_00457_r,B_00437_LB_00300_p,Cl_00457_p
B_00437_LB_00315_Cl_00504,27.156359783635683,-1.926450985177685,B_00437_LB_00315_r,Cl_00504_r,B_00437_LB_00315_p,Cl_00504_p
B_00437_LB_00329_Cl_00602,17.691691345087303,-22.795879703891792,B_00437_LB_00329_r,Cl_00602_r,B_00437_LB_00329_p,Cl_00602_p
B_00437_LB_00332_Cl_00573,6.418597687037824,-4.143653061982079,B_00437_LB_00332_r,Cl_00573_r,B_00437_LB_00332_p,Cl_00573_p
B_00437_LB_00332_Cl_00582,6.6025928038694905,-4.1657952511061245,B_00437_LB_00332_r,Cl_00582_r,B_00437_LB_00332_p,Cl_00582_p
B_00437_LB_00334_Cl_00525,12.643570693932874,-21.660335834283664,B_00437_LB_00334_r,Cl_00525_r,B_00437_LB_00334_p,Cl_00525_p
B_00437_LB_00340_Cl_00514,13.09512542650676,-23.66304272276417,B_00437_LB_00340_r,Cl_00514_r,B_00437_LB_00340_p,Cl_00514_p
B_00437_LB_00341_Cl_00604,12.247704621411197,-29.436220110688133,B_00437_LB_00341_r,Cl_00604_r,B_00437_LB_00341_p,Cl_00604_p
B_00437_LB_00341_Cl_00610,14.332688239360007,-29.362435864016813,B_00437_LB_00341_r,Cl_00610_r,B_00437_LB_00341_p,Cl_00610_p
B_00437_LB_00363_Cl_00611,19.51706973520712,-17.185420693934315,B_00437_LB_00363_r,Cl_00611_r,B_00437_LB_00363_p,Cl_00611_p
B_00438_LB_00001_Cl_00462,9.289935921924702,-29.085861133445164,B_00438_LB_00001_r,Cl_00462_r,B_00438_LB_00001_p,Cl_00462_p
B_00438_LB_00004_Cl_00540,11.059017803348066,-25.85569312917122,B_00438_LB_00004_r,Cl_00540_r,B_00438_LB_00004_p,Cl_00540_p
B_00438_LB_00006_Cl_00516,7.396080401156834,-32.16144051073892,B_00438_LB_00006_r,Cl_00516_r,B_00438_LB_00006_p,Cl_00516_p
B_00438_LB_00044_Cl_00583,15.31513360454463,-24.599748746279275,B_00438_LB_00044_r,Cl_00583_r,B_00438_LB_00044_p,Cl_00583_p
B_00438_LB_00047_Cl_00519,6.176266456918814,-32.00252650726826,B_00438_LB_00047_r,Cl_00519_r,B_00438_LB_00047_p,Cl_00519_p
B_00438_LB_00050_Cl_00535,17.64041541953718,-21.77768596930983,B_00438_LB_00050_r,Cl_00535_r,B_00438_LB_00050_p,Cl_00535_p
B_00438_LB_00063_Cl_00528,9.356917776303025,-28.212685936903103,B_00438_LB_00063_r,Cl_00528_r,B_00438_LB_00063_p,Cl_00528_p
B_00438_LB_00067_Cl_00509,8.942131206112114,-23.002027712494815,B_00438_LB_00067_r,Cl_00509_r,B_00438_LB_00067_p,Cl_00509_p
B_00438_LB_00072_Cl_00514,10.833748213092298,-20.36836636437186,B_00438_LB_00072_r,Cl_00514_r,B_00438_LB_00072_p,Cl_00514_p
B_00438_LB_00078_Cl_00581,8.744616140281618,-26.82034726894237,B_00438_LB_00078_r,Cl_00581_r,B_00438_LB_00078_p,Cl_00581_p
B_00438_LB_00084_Cl_00618,16.424068235290655,-7.031263108341304,B_00438_LB_00084_r,Cl_00618_r,B_00438_LB_00084_p,Cl_00618_p
B_00438_LB_00120_Cl_00489,10.979173360629376,-13.740955664678099,B_00438_LB_00120_r,Cl_00489_r,B_00438_LB_00120_p,Cl_00489_p
B_00438_LB_00134_Cl_00533,11.393785551163148,-32.46805749333835,B_00438_LB_00134_r,Cl_00533_r,B_00438_LB_00134_p,Cl_00533_p
B_00438_LB_00141_Cl_00563,16.50227553994157,-23.95960496914372,B_00438_LB_00141_r,Cl_00563_r,B_00438_LB_00141_p,Cl_00563_p
B_00438_LB_00141_Cl_00585,15.616561101007866,-26.99297940822419,B_00438_LB_00141_r,Cl_00585_r,B_00438_LB_00141_p,Cl_00585_p
